<<<<<<< HEAD
"CartLineID","Customers_T_CustomerID","Products_T_ProductID","Quantity"
2,33821,332237,215
2,23351,385941,149
5,46090,274952,27
4,30124,115276,72
4,39447,332259,183
2,2914,5781,192
1,19100,364626,53
4,20626,280001,128
4,22762,264181,299
5,12164,179258,293
4,12578,318994,253
1,3117,480835,72
3,10985,42476,248
3,17487,145481,21
2,42282,234311,136
5,11738,348075,197
5,21341,178042,189
3,18923,121388,287
1,46106,332100,153
5,32171,365029,121
1,44425,236781,236
3,24819,143772,73
3,6845,425959,189
5,11221,471861,221
1,8311,398486,17
1,6512,56093,87
2,33212,161287,41
5,29675,253864,4
3,25528,397029,60
3,35923,159327,229
5,20,83286,225
1,22875,100120,293
2,42993,316620,103
4,16907,479556,25
4,12145,45440,207
3,1760,412627,155
4,31744,258408,260
2,18822,166244,195
5,12450,443722,16
2,18596,333403,4
4,22629,36398,275
3,46147,158945,275
2,10680,101954,41
3,26961,148599,157
3,30160,197287,223
4,42397,371818,207
3,36027,135530,3
4,32897,111847,124
5,8558,324104,200
1,27760,93615,221
2,7754,187947,227
1,5560,379072,103
2,27010,61266,105
2,30189,216600,113
1,550,411690,203
1,22095,390568,257
1,28325,379173,245
2,29793,425516,163
4,518,371925,276
2,4801,201913,23
2,35158,352344,56
2,7979,198146,269
5,49131,192595,61
4,40624,291790,117
1,19259,328499,220
3,42786,457588,228
4,3883,75842,11
4,7818,388445,81
2,3662,308567,17
3,45620,121364,244
4,20911,337722,249
2,43589,43713,135
4,17951,384840,103
3,20414,293194,177
3,18979,365433,147
1,15645,46330,59
3,21318,66739,176
3,8339,20509,172
3,7332,174657,287
4,32201,347156,131
4,32375,271633,167
4,13667,389066,55
3,11239,70024,95
3,39413,284153,33
1,17868,196033,225
2,5631,105508,232
5,11983,292886,63
2,47209,356935,213
3,540,65300,145
5,21154,116517,33
3,4833,169192,141
5,26162,261611,281
3,2267,478285,211
3,17826,167808,241
1,41007,121366,295
4,43573,365785,111
1,25539,338274,215
2,15015,159724,107
5,11060,287501,297
3,21939,319655,109
2,37774,137288,203
2,17377,302006,211
1,33366,197622,95
2,40420,128086,13
1,14372,123087,167
5,24200,189231,232
4,44935,269019,61
3,44335,333041,289
4,1552,169335,273
2,37402,369563,223
5,5273,81773,92
3,9440,307002,224
4,18002,499311,123
4,23569,155089,229
5,40522,166234,57
2,36744,391149,180
5,19007,250528,213
3,14320,375912,156
3,41572,82353,248
2,31554,329598,292
3,38222,441718,79
5,49070,65694,189
3,17648,266912,40
1,31325,160627,291
4,22065,122914,292
3,47943,400432,229
3,13043,465525,196
3,35904,491810,93
1,17640,34816,68
5,4231,220738,272
5,14923,169455,215
3,3942,168041,285
3,27339,185257,297
5,46899,129168,81
3,43846,372488,163
2,33034,445993,244
1,936,109763,147
5,46332,401354,283
3,29065,271793,12
3,43348,15441,271
5,31354,460941,28
4,34887,140541,45
1,46875,334,135
5,47970,415438,221
2,16744,204172,292
1,9085,367048,63
4,39493,461947,32
5,13005,171200,196
3,38640,251308,92
4,46223,7116,101
2,5854,384173,144
2,18246,265259,272
1,30861,189745,288
3,31192,174083,169
4,43196,311003,11
5,38637,421734,59
5,23508,203846,35
1,48027,451376,272
1,71,444827,207
4,797,450488,252
3,25470,34788,40
4,7402,45853,201
3,4869,400396,235
4,44616,40759,11
4,6631,394150,51
4,699,71389,201
3,33431,426157,16
4,28752,234248,96
4,2229,484289,297
2,17541,275469,124
5,33898,466608,233
4,21489,18879,219
4,42654,243032,207
3,33543,131389,269
5,8079,180516,15
3,12869,347721,20
1,19134,32935,255
1,21523,384662,228
5,21809,183239,68
5,49092,487691,159
2,45990,309585,257
3,26887,390961,184
4,44324,366527,188
4,46625,439322,133
3,9349,87563,224
5,36908,382999,165
2,13350,387730,289
1,14281,33886,172
2,32409,83281,87
5,21443,370701,281
4,25712,108243,267
2,43200,329438,87
2,4654,181918,269
4,6350,180918,45
2,41591,259368,8
2,44659,169500,299
2,37985,286568,48
3,34930,374727,195
1,12669,210858,165
5,36517,268256,136
4,21376,144425,181
5,278,465048,244
4,47399,138250,25
2,21685,256883,65
5,15015,491565,181
4,17946,219407,155
1,46141,182665,83
5,9347,271760,176
1,124,446977,148
5,27154,138390,299
2,16938,316284,168
3,15360,122250,175
1,29069,359186,293
2,31795,284907,85
1,3198,449562,204
1,22347,483552,173
3,14775,407563,177
3,16440,66470,113
2,10430,85682,289
3,42013,199123,245
1,24012,260833,232
4,19705,253761,279
1,24493,411648,105
3,45029,273806,67
1,27510,405558,57
5,23460,291005,65
4,39671,68193,25
1,2020,357662,81
1,16342,186779,177
4,6488,69950,131
1,10279,169970,228
2,16009,101240,89
1,20344,181647,232
4,16072,12848,160
1,40920,84603,47
1,11518,117184,247
1,27860,258702,29
4,39304,92084,255
1,14948,57350,176
5,22241,439960,69
2,34731,77499,1
3,22829,276256,141
5,44667,390979,189
1,9337,146782,216
5,44506,465574,240
5,38307,478103,241
3,44591,287809,33
2,35051,351508,253
2,43767,29733,232
3,13303,237339,256
4,20932,359852,219
4,38401,414637,200
3,7331,429562,176
4,13512,151665,297
1,10479,150210,121
2,19216,41273,269
1,10560,413029,297
3,12467,79105,100
2,5865,119722,133
5,24527,197210,144
1,36840,485934,245
4,15145,130189,31
1,9163,408329,272
4,8867,455777,79
5,35376,458959,60
5,26122,393701,43
1,47216,262152,116
2,29,454735,300
3,25974,169705,23
2,45570,436144,231
3,48413,158748,15
2,42342,402508,48
2,28875,121022,17
2,36087,19556,199
2,46200,18083,289
2,7000,155064,189
3,37593,353829,71
5,43333,187982,45
4,13519,172972,299
2,19852,85423,147
4,42817,352406,184
5,37106,369502,33
5,22050,63828,148
3,36158,408834,67
4,46676,325197,80
4,26523,55392,32
1,42045,372223,148
5,33779,354294,264
1,36347,226306,159
5,14575,62087,205
5,21931,386806,128
4,39581,202138,97
5,26410,336677,121
4,41266,371093,187
4,32449,40411,95
2,29512,477250,192
2,45110,210660,88
3,34104,240340,277
4,15023,30417,120
2,21822,257299,209
4,31879,165986,27
3,12701,349772,43
1,46895,3071,233
1,46162,69390,221
5,46623,337787,140
4,12049,184567,32
4,20874,292709,56
4,5288,2057,19
2,19343,119335,165
5,31910,181393,48
5,9330,21680,199
4,37890,267960,205
5,16809,364574,148
4,44144,246597,24
5,37177,43415,263
4,23172,160808,41
5,22714,397756,237
2,1100,315245,52
1,47638,436871,169
3,43075,41760,140
3,20134,386285,16
5,8687,29759,259
4,36290,217045,281
5,22340,391988,233
4,887,65477,197
1,35122,265223,285
4,6384,153470,224
3,7514,260408,292
1,44943,495484,57
5,23082,218729,244
2,28774,47487,105
1,37761,343163,283
5,32752,302238,237
1,35978,361403,244
1,23242,54216,180
1,47078,212422,119
4,1969,153544,83
3,9194,112391,181
2,19218,237577,229
4,7540,383870,171
1,16230,106958,119
4,5244,493580,216
1,35496,312054,4
4,20318,26564,163
1,41983,487013,265
1,12995,379396,107
4,28937,22175,103
4,33391,144019,277
1,14890,479893,171
2,2990,439651,264
4,25647,287172,120
3,44649,481117,5
1,39575,353712,115
2,31666,51105,225
1,9843,384828,144
5,20753,322825,4
4,25281,202969,164
3,15710,165492,243
1,41495,93178,40
5,24373,195412,189
4,21200,179189,163
2,27440,155691,45
3,7785,342432,240
1,40816,377509,300
3,25770,384618,137
4,41156,306318,97
2,11167,347268,155
3,45173,202031,28
5,43545,2529,12
3,44019,309167,236
3,44791,55611,296
4,7359,187885,87
5,18198,168942,59
1,7155,203083,212
1,40665,458157,140
3,12312,114136,104
2,28382,70951,1
1,1179,317210,39
3,9249,429088,265
1,27461,190135,165
4,45768,187734,180
1,33492,24808,277
5,30301,354622,36
4,1935,448711,109
1,21419,8242,76
3,5875,317256,204
2,26689,203775,80
5,30876,419600,167
2,32687,493909,196
4,18071,332594,279
1,2400,412858,249
5,22574,413713,11
2,49304,201065,139
2,6999,382562,168
2,31052,265274,277
3,9439,415032,65
2,45970,323645,212
2,8776,168669,61
5,39990,44274,160
2,17698,316550,216
4,34155,484601,63
5,21476,410425,192
2,24259,208674,28
2,30810,238518,244
2,21513,306757,221
3,47757,154912,257
3,22841,472055,123
1,41325,64472,15
4,47393,354840,247
5,41184,92034,200
3,6025,339635,271
5,10915,493885,289
5,19289,255579,295
3,27492,251782,3
1,4191,110557,281
5,5014,461010,117
3,12219,190029,31
1,27947,220804,164
4,27973,262751,109
3,10458,271386,5
5,49864,209145,187
4,5435,149684,245
3,723,280035,133
3,48856,404020,43
2,33932,95732,232
4,1635,171202,284
4,47095,23522,64
5,9032,425349,200
1,14793,34804,87
2,31669,287204,212
3,47330,234974,169
2,43187,106567,92
3,31640,360417,269
2,24953,192190,225
5,3607,367366,269
4,38124,356898,71
3,38327,324179,115
2,11080,412379,73
5,1596,232184,221
4,1328,39343,257
3,3344,75453,47
1,9865,429952,8
3,28579,478742,271
5,17733,2857,277
1,4312,235619,11
4,45129,181715,255
2,35701,399036,300
5,18002,10253,285
4,6240,237599,183
2,23257,82573,25
4,48077,392843,235
5,16184,447347,193
5,43928,105887,107
1,8795,23611,205
1,37526,239314,136
4,6664,219178,261
5,40276,62194,84
5,18485,389502,223
3,35201,305307,92
3,43685,496839,27
3,27598,76830,187
3,42367,78230,135
2,8088,396414,156
4,10421,424633,176
4,23337,288054,21
4,31166,306102,75
3,45609,136789,129
4,15322,81094,207
2,13622,218276,92
1,33533,123200,280
2,31928,336078,133
5,13579,14029,247
3,36561,42499,27
4,49209,193565,227
2,46146,359686,67
3,21979,1920,192
4,31428,385867,21
4,41732,445569,243
2,16597,146070,257
2,48621,372713,92
5,22314,375369,265
5,44892,337438,96
5,2004,113202,245
3,871,42526,245
1,2558,251118,241
4,13262,13162,251
4,43784,98911,83
5,43163,149238,220
5,14767,33407,35
3,45582,203426,239
5,18738,499083,232
5,2265,242940,88
5,1321,57218,256
5,7009,471026,92
1,12970,76423,115
4,49578,302262,32
4,11342,233031,125
1,27397,422038,289
3,36226,25713,12
3,43484,282371,300
5,39176,401570,283
4,22511,252573,180
2,41255,230508,272
3,33257,339205,225
4,47410,327031,289
4,22414,362542,175
2,13978,390520,300
4,22903,407377,285
1,26452,454396,281
3,10918,14150,136
4,49935,449637,189
4,12808,428889,53
5,26030,432354,152
2,7739,261128,87
1,27633,69470,101
4,35023,449954,143
2,30107,294319,104
3,16332,129686,300
1,9897,429161,81
5,22008,354293,103
2,21336,255136,29
2,48945,120915,143
1,48477,393919,125
2,4697,82376,232
5,23709,304038,224
4,46455,498445,68
4,17150,361092,283
5,10963,460595,143
2,6240,182739,19
4,31791,201069,109
3,3795,104100,229
3,35744,56492,32
5,29708,459616,8
2,33728,123389,199
3,33127,394597,252
5,37573,464569,41
2,31305,392909,97
4,43427,315658,217
1,39257,329034,205
3,5728,466753,300
4,10346,284055,164
5,36274,435054,3
4,22814,165872,161
4,21032,330227,143
4,25520,484318,233
3,1090,241665,284
3,34460,172410,41
4,7391,263285,25
5,30424,25746,32
1,11295,131284,195
4,40137,212522,160
3,341,191470,8
4,32914,411990,171
4,44179,291960,109
4,46067,27816,163
1,43450,150311,181
2,5523,111484,40
1,29007,469528,221
5,13348,400730,17
3,4679,405038,228
1,3508,355297,23
3,38635,57507,147
1,22431,344402,148
3,49893,312936,69
2,36730,220896,268
2,30807,76776,25
5,11231,444180,123
3,10774,469147,197
5,38887,340649,243
2,41846,360418,247
2,29638,264240,149
2,2659,204601,268
5,47169,9432,280
4,14652,412092,171
3,19458,341060,201
5,24336,361137,16
1,21412,262378,232
2,10001,57801,175
2,28232,242915,272
3,9296,221534,235
1,48109,28689,293
2,41609,410162,176
3,49872,320437,27
1,45415,25143,95
3,43052,161312,16
5,23451,376192,228
4,49463,490142,181
3,37404,322815,112
2,30395,80124,201
4,23875,283564,76
3,48835,475985,123
5,30598,70165,237
2,43010,405895,281
3,1537,402263,81
2,35734,464167,236
2,8705,171678,229
4,31154,363097,13
2,48226,81559,25
1,5595,149643,281
2,34849,315353,37
2,19418,80642,217
3,6609,206308,225
2,23291,403927,181
5,26104,80247,185
2,48596,468180,12
4,6236,339749,200
4,11906,452195,141
=======
CartLineID,Customers_T_CustomerID,Products_T_ProductID,Quantity
3,100,135676,196
2,187,424825,139
2,22333,9396,63
3,28811,423820,15
4,1179,338600,279
5,24582,405438,7
4,11935,309394,184
2,4460,134753,200
5,36862,387672,108
4,32504,303326,215
1,10924,348643,15
4,15553,389955,136
3,36971,379160,51
3,33604,412435,221
5,32835,476372,173
4,23751,364735,279
4,23541,57790,147
4,4306,280447,201
5,47706,312799,117
5,10081,105929,135
4,44018,196890,44
2,11211,451881,124
5,28444,198014,180
1,43969,4942,245
1,9513,388672,117
1,22562,209570,244
4,41822,444790,19
2,45240,368764,44
1,851,47281,203
5,557,494598,13
4,46322,195147,92
3,23579,234979,91
4,24522,397235,43
5,19566,107593,29
5,26108,398491,291
2,30679,349539,148
3,41267,117419,128
3,4394,20024,29
4,18095,400564,131
1,13963,100593,259
5,20794,158880,87
5,23561,457739,75
3,34043,418911,140
3,9953,84345,113
5,8106,235150,9
2,23815,55328,147
5,38488,458007,125
1,15483,366973,109
1,9564,230028,80
4,27910,298446,68
4,43866,186854,153
2,2087,53426,197
1,3828,205683,37
3,20681,54931,75
5,23596,433914,33
5,19648,192729,168
5,2579,43459,116
2,45087,268043,245
5,44416,198630,164
4,46580,410060,67
3,45087,50894,131
2,37645,38935,216
2,43564,21891,159
1,9652,75032,229
5,45833,354692,181
2,19032,30870,175
5,22622,248115,271
5,3159,260159,276
5,10828,59414,21
5,48628,360446,135
4,44199,364051,119
1,48146,378367,32
2,6024,461557,89
1,2670,309427,9
4,49604,197475,104
2,27231,312493,23
2,13692,320598,147
3,39285,158261,51
4,28776,316800,223
4,4179,109642,181
2,31963,131934,67
3,21403,142006,3
1,29701,2966,197
4,35657,499093,249
4,37912,280253,165
1,45451,283769,264
1,21873,98117,192
4,44040,495022,289
4,18576,440394,56
3,12867,257582,95
3,2253,337409,269
5,33349,145436,64
3,24248,284752,69
5,1326,224374,273
1,36877,193500,44
2,10039,161484,177
4,2543,4388,89
3,14758,470947,169
5,30923,269910,120
2,37951,297247,125
4,39963,293166,76
2,49536,144656,125
3,14489,398194,137
1,13017,420599,128
2,49088,277326,191
5,34490,275144,37
3,15968,74015,195
2,22035,290591,151
4,6648,86173,284
1,16112,265414,41
2,34809,488028,231
5,6992,269874,140
3,29258,198522,176
4,26272,251745,21
4,40379,201856,64
3,30769,374678,233
4,29184,258571,267
5,2294,395748,73
2,8641,163893,21
4,4324,395351,269
2,45529,450957,160
5,2345,494096,135
3,47119,99731,216
2,973,37960,161
4,19961,481412,260
4,40836,332480,225
1,23314,190512,229
4,35221,344129,92
5,40288,218873,243
1,43311,309239,193
1,17509,432286,48
5,9336,318444,209
5,9920,52929,103
3,43745,342820,181
1,40681,256482,57
2,44097,142795,205
3,23323,495794,40
2,30729,392513,123
4,10432,78768,223
2,234,169859,57
2,35227,204579,175
5,48858,451068,208
1,4657,152296,109
1,29534,489675,51
1,49640,479874,276
5,3510,132368,225
3,5770,61881,284
4,47031,180233,169
4,26276,478643,249
4,31759,412897,139
5,28074,40459,128
3,49380,344277,225
5,20006,375157,99
4,48608,448287,52
4,17074,216859,60
5,39261,374580,121
3,29641,438812,115
4,1043,313835,231
3,26681,281556,13
4,45045,99355,216
2,18674,36343,43
1,19912,368809,180
2,42068,304087,153
4,35731,113727,41
2,35246,89151,128
4,17804,344853,201
4,28048,182899,139
3,16406,208146,91
2,26394,444348,92
3,20128,24849,219
2,28356,464762,81
4,19272,403001,32
5,23623,178999,103
2,45096,63400,127
1,222,281475,240
1,12948,193005,207
5,33436,234435,3
3,41246,140560,67
2,29531,169213,71
4,42175,376481,49
4,26472,159914,143
2,18547,86232,109
3,45876,127073,288
3,8552,60291,235
2,18538,498778,225
2,5668,419909,155
1,30798,118805,44
1,12,439623,284
4,30154,286006,28
2,16774,490366,56
3,26562,347153,160
3,20010,354645,163
3,32586,12352,260
4,23307,171894,253
4,44423,62802,265
5,2776,357478,139
4,40083,302140,9
2,25547,203871,261
3,40125,229709,288
2,47482,450981,137
3,27198,28827,163
1,21601,339746,136
3,49227,297668,296
2,1050,376376,236
3,36650,196880,164
5,41699,222227,209
2,48172,131672,256
3,14420,298241,104
5,23383,420209,124
5,18269,219103,291
3,859,115569,73
5,5153,490337,248
1,10417,39857,193
3,41727,13877,240
2,6369,43318,93
1,33982,443259,171
4,15484,190544,268
3,17643,39004,284
1,17366,177750,200
4,34500,482785,121
1,12866,200349,192
4,4935,230308,281
1,26983,203665,269
4,44210,424251,221
4,38062,362559,208
2,26364,43749,133
4,36870,188852,137
2,30037,307107,139
5,15532,78710,201
2,22181,32870,79
1,3087,307111,188
1,47389,197131,244
4,20783,392859,177
1,22188,463054,136
4,4666,469040,240
2,10010,328171,39
3,21871,95994,199
1,1159,279972,245
5,2863,119270,77
2,8587,20283,233
2,22758,487531,128
3,9454,84860,165
5,30563,347090,240
1,19701,37150,13
5,23644,294181,89
1,40223,442520,275
5,38586,428773,28
2,34505,358465,65
5,25681,128652,233
4,19625,227584,77
3,27630,146591,27
1,47282,166079,260
3,13133,16522,275
5,5319,210965,183
5,16253,380149,36
3,16880,238906,29
4,35945,23873,175
3,6117,455012,103
2,8716,481521,72
1,40101,354152,275
1,18801,479115,32
2,7867,127901,76
4,49648,317620,253
1,8554,376653,115
1,9132,121981,27
4,29396,349690,125
1,1757,44358,232
1,13042,182374,151
5,10860,152379,128
5,46963,390433,61
1,4527,339844,256
1,13842,134231,257
5,19404,367973,159
2,42717,217662,107
4,12153,19467,240
5,15486,25902,123
2,16328,233946,92
3,9491,451659,200
2,17319,355032,145
2,5760,389012,220
5,24211,337217,187
5,25744,367772,135
4,32927,167981,125
1,43429,155446,192
5,13052,417233,137
5,13592,248451,225
2,11313,108074,151
3,5337,296926,12
4,19927,96654,56
3,21372,308866,111
5,44461,414387,57
5,30737,340817,168
2,4535,432928,67
3,4392,263752,244
3,8590,306656,140
5,20241,413624,84
2,10496,34169,1
3,49601,465918,280
1,29314,337073,37
3,37663,100840,264
3,7787,394061,87
4,15624,224209,300
1,13215,210080,19
4,39385,13983,64
4,22481,200330,203
3,14580,106941,84
2,12827,116814,77
2,12908,342481,247
4,17605,225904,69
1,40399,247862,127
3,21059,36218,177
4,9855,218677,117
4,11633,116065,289
1,13113,102829,264
3,8143,486396,173
5,9836,121852,156
3,41707,390181,263
5,23524,222581,56
3,16487,197302,225
1,2103,146861,92
5,47912,391556,231
5,22832,468147,9
1,19478,421254,39
1,32883,90289,247
3,43072,169270,100
4,39496,472421,196
2,42855,389174,43
1,14356,489524,80
3,30026,301691,115
4,1146,34836,149
4,8454,4786,196
4,37873,134656,121
5,33639,491076,211
2,27594,4433,44
5,21888,421389,29
1,36384,250412,200
5,21191,44435,115
3,1066,487075,183
4,30201,459750,33
1,19257,346970,240
3,46493,486224,217
1,16784,411106,187
4,34866,75305,261
4,12400,173537,116
5,33127,63003,21
3,47088,132922,177
5,47421,62871,273
2,10579,480364,253
2,31675,390873,25
3,10638,134524,77
1,3129,122105,127
3,10209,197724,239
3,12760,209166,161
5,33298,4934,7
1,27479,344037,161
2,49083,298521,124
5,38571,367308,120
3,15917,157498,91
5,43455,185807,272
1,39941,202618,187
2,13559,31868,135
3,30848,337315,283
1,37498,63086,125
3,4883,217619,117
1,8889,243500,21
3,1846,360704,63
5,49693,473312,32
4,33894,49643,300
1,16314,293069,4
4,35437,189284,289
4,29413,215389,283
1,9913,319583,120
5,24081,120808,177
2,15717,465662,201
4,40666,494258,244
4,21225,107983,123
5,40631,139460,121
3,41255,271794,85
5,20047,498967,285
4,20346,211451,243
4,26708,77300,264
2,43476,418601,99
5,27730,338268,173
5,22294,252339,43
5,21477,282618,260
1,41621,464653,213
2,27257,284284,25
3,16613,379145,209
4,8679,485407,172
4,41477,398851,183
5,25001,346277,28
2,9010,487530,87
3,43937,102786,243
5,3107,471368,180
1,41040,267388,127
3,5571,314799,207
1,8720,27930,247
1,12240,128172,161
1,43681,26792,40
3,19211,481642,299
5,42891,297639,111
2,39730,258244,243
4,22652,214547,173
3,30261,316648,239
3,18965,5094,253
5,13328,372184,135
1,27212,387438,85
5,45191,367432,125
3,7738,110877,243
4,13537,331697,25
3,2849,435072,151
1,31329,244668,52
3,9837,38859,276
3,33697,161422,157
3,32215,490343,156
5,6653,124074,168
1,37468,228222,204
4,37747,61466,148
1,13501,423780,83
5,370,58570,56
5,21724,391315,52
5,18836,197427,169
1,15008,344411,300
2,6221,244574,180
1,23501,253324,173
4,34402,54266,155
3,13730,93864,13
2,19472,455277,56
5,4909,52678,31
3,9051,386381,180
3,5002,306553,76
3,45638,376635,289
5,37457,657,20
4,40516,7902,209
1,26766,477181,211
3,43355,54930,291
4,6296,341447,287
3,25918,442063,20
1,30514,25466,248
4,34091,383299,87
3,18666,77558,168
5,16886,388383,7
1,25994,394720,100
3,29501,242299,85
3,29917,114563,175
4,10751,174276,23
4,49227,418555,4
4,36647,259056,211
4,24252,428281,220
4,29965,85844,11
2,2180,135872,95
4,38073,23027,65
5,8084,269739,79
2,24996,269900,280
1,36427,336943,155
3,18585,151950,97
4,2454,294314,299
4,26783,450653,92
2,46863,359305,101
3,31922,302192,77
5,15018,146912,120
3,47219,238792,243
5,23069,271531,255
3,29272,442095,111
4,41021,7866,212
5,12808,199015,119
1,44672,273040,68
5,26463,285058,245
3,39797,88306,1
1,30499,271372,91
2,49468,244147,213
1,5024,197501,159
1,45098,350837,47
4,15203,310223,8
5,1218,275070,139
4,24446,6304,253
5,41868,463000,161
1,46818,498543,141
3,9855,273397,267
3,22446,431027,241
4,5484,441150,112
3,2088,108534,31
2,29610,76745,236
1,37705,397499,191
1,10621,327008,269
3,13475,493064,223
2,18503,493274,244
4,34269,348645,91
5,3616,484798,275
1,7506,51216,77
4,29744,308459,108
1,21484,352170,140
3,9298,494218,95
4,30877,242380,252
3,23137,481553,13
1,49086,199000,57
1,23317,462109,289
4,37847,422961,172
5,21321,92497,283
1,2409,254809,284
2,42702,170047,125
4,40970,141924,209
5,36065,183791,181
5,5147,122012,197
4,8593,122802,24
2,10559,116431,27
5,12010,332403,80
2,22303,353964,259
2,13060,86366,176
3,19098,249068,105
5,15724,147643,103
1,15213,482101,289
3,8535,474178,67
5,40902,478057,280
3,43585,122210,81
3,45930,27036,199
2,30353,24330,275
5,30627,290235,189
2,13938,344933,137
4,36212,438431,181
5,5423,186048,239
4,44545,245853,99
1,46266,201396,255
2,5528,6661,73
1,25618,183548,297
5,7891,322562,224
4,27379,380553,188
2,5804,386811,27
4,912,169748,137
3,24276,177508,88
2,12002,184418,1
3,28225,230761,37
5,45997,140589,181
3,43119,285688,68
2,17522,481174,227
3,39883,337227,123
3,42214,443507,227
2,21968,41604,235
1,46938,206869,217
4,11088,79888,195
1,20934,261265,52
4,41502,132940,288
3,42219,236084,73
5,42852,257262,209
3,8276,155667,157
4,29256,211155,176
4,35356,122766,204
3,13944,389562,273
3,40869,4264,280
1,39348,401604,33
2,21016,292826,233
5,5789,259594,91
5,11660,78839,55
1,16996,175789,288
4,35499,490409,193
5,34822,307973,91
4,32531,354434,93
2,1247,291921,167
1,21921,383244,28
1,17177,170485,165
3,21831,292109,271
3,26382,429904,189
4,39854,366348,180
2,18122,90354,33
5,15330,166674,101
3,48647,103942,275
4,29650,461077,103
5,17875,12438,191
4,8762,444893,280
5,31209,212944,19
1,2407,328091,143
3,44347,326451,235
2,39886,339185,51
1,10685,281627,89
1,5787,430993,128
5,37039,341048,64
5,24347,60328,60
2,49268,26127,92
2,9754,310401,119
1,44653,275530,60
1,32196,84006,73
1,25458,357786,64
2,42210,208719,175
2,34894,388105,197
1,22752,69444,257
1,13214,332336,267
3,5049,224075,117
4,47325,65357,257
3,34466,40554,112
2,24654,187556,265
3,28506,6129,108
2,45863,334773,248
2,32748,418327,87
5,40366,388628,123
4,19643,218239,244
1,27516,407493,172
3,2254,198932,236
3,10647,86202,123
5,49886,116868,159
5,12443,125634,136
5,39382,180013,167
3,36634,147574,60
4,7820,70143,255
5,36029,25935,299
5,26460,453747,120
5,13396,326662,291
1,14765,241037,97
3,18469,190031,37
3,42516,383878,261
5,11347,444947,52
2,28950,296784,299
4,8412,219143,133
5,9362,16456,276
3,45922,312408,201
2,42782,441677,148
3,8461,78409,23
3,27133,248255,192
2,3243,316796,297
5,12703,436059,160
3,20893,53353,283
2,24839,377566,60
3,18749,478543,125
5,15731,278147,280
5,12865,372221,127
4,18790,5831,39
5,40049,174554,195
2,35763,348094,173
3,1143,428526,121
1,28600,496675,260
3,36947,445079,100
4,34073,233011,272
4,13816,433146,252
5,26423,296884,243
5,24956,63468,239
3,19624,328804,63
1,6177,291458,143
5,20016,240100,300
2,3911,478545,80
4,42057,385433,172
2,31090,499430,112
4,7444,446081,119
1,7543,197957,179
1,34022,94284,151
1,28767,4234,8
2,7558,296895,220
1,2429,26846,216
1,38749,141140,71
1,40160,231258,56
4,34675,314613,255
2,46058,242230,93
1,36607,254868,56
3,6264,141096,96
2,9508,139835,161
1,41633,462353,229
2,43782,479286,115
3,5676,73406,229
2,40935,16928,173
3,9997,198564,39
2,2599,406494,131
1,37147,342884,204
1,17670,343422,39
3,21506,363730,192
5,21479,129386,156
4,5003,248956,33
1,5595,198706,159
2,2121,77306,79
3,45766,355148,169
3,14771,405598,284
2,40464,435120,108
1,48494,380506,56
5,34813,8949,285
4,47523,44186,129
3,37766,314817,36
3,34469,37227,151
4,26019,53582,168
1,44173,368540,77
4,15649,3078,205
4,39999,16297,135
5,11353,36271,261
3,28559,472670,236
4,37495,295210,105
3,1413,348377,185
1,12550,438417,201
2,1828,497810,147
4,30365,422189,59
2,46897,246832,288
2,30407,22569,39
2,28269,47094,75
2,48026,60806,276
5,11798,167372,277
3,38572,442211,247
1,13911,247616,265
4,47472,96740,31
5,18021,66625,300
2,37835,161945,68
2,48155,211419,31
4,44240,150590,203
1,30013,133724,209
4,47344,392942,288
2,20839,118053,152
2,43979,490233,232
5,22227,192410,113
3,32957,34649,125
1,34595,366858,208
3,7764,426001,121
1,21916,227972,80
3,8392,364059,255
1,44704,167821,217
5,14700,451932,43
2,43956,59169,176
2,34432,20257,123
2,42396,410418,145
5,29016,484506,203
3,41906,191406,184
4,20791,232557,132
1,7240,340983,25
4,26413,316263,177
1,568,112101,157
1,37949,27125,109
5,49148,40095,203
2,23471,416787,117
3,21145,284141,153
1,35114,365331,152
2,3397,319945,217
1,46514,265830,140
1,2821,141042,148
2,40376,284400,192
2,1167,498293,243
5,6242,239341,64
3,32206,301246,139
2,42284,181969,212
5,45625,414477,157
2,40030,340870,229
3,34980,395700,293
4,18247,382016,147
2,15751,287693,133
1,3282,2734,45
1,18413,493723,96
3,32711,174173,181
3,3032,481615,125
5,36387,148668,247
2,22388,111166,21
2,13169,190415,231
3,19299,272765,195
4,29596,317873,247
1,8890,22341,255
2,33554,45931,69
3,46666,123115,275
5,36947,425826,300
1,28770,367942,13
3,25589,23924,193
1,3734,225458,149
2,32318,312978,40
1,43988,69859,155
2,24555,101397,47
4,13647,452832,73
4,3056,371571,288
3,36855,427041,167
4,42988,385354,209
2,29104,314590,105
2,9510,378960,221
2,33054,158238,300
4,47602,110548,27
5,27312,32886,197
4,14223,197623,269
2,18920,383089,27
2,48712,396912,88
3,24904,390169,271
3,12426,98592,157
5,12004,485996,20
5,7849,115160,85
1,6600,2928,43
2,41459,82570,285
2,45604,162309,241
5,40091,80103,200
3,16543,314293,239
2,2559,275175,292
5,3193,450785,169
5,11041,53092,129
5,48512,328894,188
2,18510,187004,247
1,12191,327796,83
3,3175,343181,168
2,8092,339608,88
3,17047,36300,216
3,563,320594,295
5,48470,336561,129
