"FrameTypeID","FrameColorDescription","FrameShapeDescription"
873,"Cosmic Latte","Rimless"
874,"Cosmic Latte","Oval"
875,"Cosmic Latte","Sport"
876,"Cotton Candy","Cat Eye"
877,"Cotton Candy","Aviator"
878,"Cotton Candy","Rimless"
879,"Cotton Candy","Oval"
880,"Cotton Candy","Sport"
881,"Cream","Cat Eye"
882,"Cream","Aviator"
883,"Cream","Rimless"
884,"Cream","Oval"
885,"Cream","Sport"
886,"Crimson","Cat Eye"
887,"Crimson","Aviator"
888,"Crimson","Rimless"
889,"Crimson","Oval"
890,"Crimson","Sport"
891,"Crimson Glory","Cat Eye"
892,"Crimson Glory","Aviator"
893,"Crimson Glory","Rimless"
894,"Crimson Glory","Oval"
895,"Crimson Glory","Sport"
896,"Cyan","Cat Eye"
897,"Cyan","Aviator"
898,"Cyan","Rimless"
899,"Cyan","Oval"
900,"Cyan","Sport"
901,"Daffodil","Cat Eye"
902,"Daffodil","Aviator"
903,"Daffodil","Rimless"
904,"Daffodil","Oval"
905,"Daffodil","Sport"
906,"Dandelion","Cat Eye"
907,"Dandelion","Aviator"
908,"Dandelion","Rimless"
909,"Dandelion","Oval"
910,"Dandelion","Sport"
911,"Dark Blue","Cat Eye"
912,"Dark Blue","Aviator"
913,"Dark Blue","Rimless"
914,"Dark Blue","Oval"
915,"Dark Blue","Sport"
916,"Dark Brown","Cat Eye"
917,"Dark Brown","Aviator"
918,"Dark Brown","Rimless"
919,"Dark Brown","Oval"
920,"Dark Brown","Sport"
921,"Dark Byzantium","Cat Eye"
922,"Dark Byzantium","Aviator"
923,"Dark Byzantium","Rimless"
924,"Dark Byzantium","Oval"
925,"Dark Byzantium","Sport"
926,"Dark Candy Apple Red","Cat Eye"
927,"Dark Candy Apple Red","Aviator"
928,"Dark Candy Apple Red","Rimless"
929,"Dark Candy Apple Red","Oval"
930,"Dark Candy Apple Red","Sport"
931,"Dark Cerulean","Cat Eye"
932,"Dark Cerulean","Aviator"
933,"Dark Cerulean","Rimless"
934,"Dark Cerulean","Oval"
935,"Dark Cerulean","Sport"
936,"Dark Chestnut","Cat Eye"
937,"Dark Chestnut","Aviator"
938,"Dark Chestnut","Rimless"
939,"Dark Chestnut","Oval"
940,"Dark Chestnut","Sport"
941,"Dark Coral","Cat Eye"
942,"Dark Coral","Aviator"
943,"Dark Coral","Rimless"
944,"Dark Coral","Oval"
945,"Dark Coral","Sport"
946,"Dark Cyan","Cat Eye"
947,"Dark Cyan","Aviator"
948,"Dark Cyan","Rimless"
949,"Dark Cyan","Oval"
950,"Dark Cyan","Sport"
951,"Dark Electric Blue","Cat Eye"
952,"Dark Electric Blue","Aviator"
953,"Dark Electric Blue","Rimless"
954,"Dark Electric Blue","Oval"
955,"Dark Electric Blue","Sport"
956,"Dark Goldenrod","Cat Eye"
957,"Dark Goldenrod","Aviator"
958,"Dark Goldenrod","Rimless"
959,"Dark Goldenrod","Oval"
960,"Dark Goldenrod","Sport"
961,"Dark Gray","Cat Eye"
962,"Dark Gray","Aviator"
963,"Dark Gray","Rimless"
964,"Dark Gray","Oval"
965,"Dark Gray","Sport"
966,"Dark Green","Cat Eye"
967,"Dark Green","Aviator"
968,"Dark Green","Rimless"
969,"Dark Green","Oval"
970,"Dark Green","Sport"
971,"Dark Imperial Blue","Cat Eye"
972,"Dark Imperial Blue","Aviator"
973,"Dark Imperial Blue","Rimless"
974,"Dark Imperial Blue","Oval"
975,"Dark Imperial Blue","Sport"
976,"Dark Jungle Green","Cat Eye"
977,"Dark Jungle Green","Aviator"
978,"Dark Jungle Green","Rimless"
979,"Dark Jungle Green","Oval"
980,"Dark Jungle Green","Sport"
981,"Dark Khaki","Cat Eye"
982,"Dark Khaki","Aviator"
983,"Dark Khaki","Rimless"
984,"Dark Khaki","Oval"
985,"Dark Khaki","Sport"
986,"Dark Lava","Cat Eye"
987,"Dark Lava","Aviator"
988,"Dark Lava","Rimless"
989,"Dark Lava","Oval"
990,"Dark Lava","Sport"
991,"Dark Lavender","Cat Eye"
992,"Dark Lavender","Aviator"
993,"Dark Lavender","Rimless"
994,"Dark Lavender","Oval"
995,"Dark Lavender","Sport"
996,"Dark Magenta","Cat Eye"
997,"Dark Magenta","Aviator"
998,"Dark Magenta","Rimless"
999,"Dark Magenta","Oval"
1000,"Dark Magenta","Sport"
1001,"Dark Midnight Blue","Cat Eye"
1002,"Dark Midnight Blue","Aviator"
1003,"Dark Midnight Blue","Rimless"
1004,"Dark Midnight Blue","Oval"
1005,"Dark Midnight Blue","Sport"
1006,"Dark Olive Green","Cat Eye"
1007,"Dark Olive Green","Aviator"
1008,"Dark Olive Green","Rimless"
1009,"Dark Olive Green","Oval"
1010,"Dark Olive Green","Sport"
1011,"Dark Orange","Cat Eye"
1012,"Dark Orange","Aviator"
1013,"Dark Orange","Rimless"
1014,"Dark Orange","Oval"
1015,"Dark Orange","Sport"
1016,"Dark Orchid","Cat Eye"
1017,"Dark Orchid","Aviator"
1018,"Dark Orchid","Rimless"
1019,"Dark Orchid","Oval"
1020,"Dark Orchid","Sport"
1021,"Dark Pastel Blue","Cat Eye"
1022,"Dark Pastel Blue","Aviator"
1023,"Dark Pastel Blue","Rimless"
1024,"Dark Pastel Blue","Oval"
1025,"Dark Pastel Blue","Sport"
1026,"Dark Pastel Green","Cat Eye"
1027,"Dark Pastel Green","Aviator"
1028,"Dark Pastel Green","Rimless"
1029,"Dark Pastel Green","Oval"
1030,"Dark Pastel Green","Sport"
1031,"Dark Pastel Purple","Cat Eye"
1032,"Dark Pastel Purple","Aviator"
1033,"Dark Pastel Purple","Rimless"
1034,"Dark Pastel Purple","Oval"
1035,"Dark Pastel Purple","Sport"
1036,"Dark Pastel Red","Cat Eye"
1037,"Dark Pastel Red","Aviator"
1038,"Dark Pastel Red","Rimless"
1039,"Dark Pastel Red","Oval"
1040,"Dark Pastel Red","Sport"
1041,"Dark Pink","Cat Eye"
1042,"Dark Pink","Aviator"
1043,"Dark Pink","Rimless"
1044,"Dark Pink","Oval"
1045,"Dark Pink","Sport"
1046,"Dark Powder Blue","Cat Eye"
1047,"Dark Powder Blue","Aviator"
1048,"Dark Powder Blue","Rimless"
1049,"Dark Powder Blue","Oval"
1050,"Dark Powder Blue","Sport"
1051,"Dark Raspberry","Cat Eye"
1052,"Dark Raspberry","Aviator"
1053,"Dark Raspberry","Rimless"
1054,"Dark Raspberry","Oval"
1055,"Dark Raspberry","Sport"
1056,"Dark Red","Cat Eye"
1057,"Dark Red","Aviator"
1058,"Dark Red","Rimless"
1059,"Dark Red","Oval"
1060,"Dark Red","Sport"
1061,"Dark Salmon","Cat Eye"
1062,"Dark Salmon","Aviator"
1063,"Dark Salmon","Rimless"
1064,"Dark Salmon","Oval"
1065,"Dark Salmon","Sport"
1066,"Dark Scarlet","Cat Eye"
1067,"Dark Scarlet","Aviator"
1068,"Dark Scarlet","Rimless"
1069,"Dark Scarlet","Oval"
1070,"Dark Scarlet","Sport"
1071,"Dark Sea Green","Cat Eye"
1072,"Dark Sea Green","Aviator"
1073,"Dark Sea Green","Rimless"
1074,"Dark Sea Green","Oval"
1075,"Dark Sea Green","Sport"
1076,"Dark Sienna","Cat Eye"
1077,"Dark Sienna","Aviator"
1078,"Dark Sienna","Rimless"
1079,"Dark Sienna","Oval"
1080,"Dark Sienna","Sport"
1081,"Dark Slate Blue","Cat Eye"
1082,"Dark Slate Blue","Aviator"
1083,"Dark Slate Blue","Rimless"
1084,"Dark Slate Blue","Oval"
1085,"Dark Slate Blue","Sport"
1086,"Dark Slate Gray","Cat Eye"
1087,"Dark Slate Gray","Aviator"
1088,"Dark Slate Gray","Rimless"
1089,"Dark Slate Gray","Oval"
1090,"Dark Slate Gray","Sport"
1091,"Dark Spring Green","Cat Eye"
1092,"Dark Spring Green","Aviator"
1093,"Dark Spring Green","Rimless"
1094,"Dark Spring Green","Oval"
1095,"Dark Spring Green","Sport"
1096,"Dark Tan","Cat Eye"
1097,"Dark Tan","Aviator"
1098,"Dark Tan","Rimless"
1099,"Dark Tan","Oval"
1100,"Dark Tan","Sport"
1101,"Dark Tangerine","Cat Eye"
1102,"Dark Tangerine","Aviator"
1103,"Dark Tangerine","Rimless"
1104,"Dark Tangerine","Oval"
1105,"Dark Tangerine","Sport"
1106,"Dark Taupe","Cat Eye"
1107,"Dark Taupe","Aviator"
1108,"Dark Taupe","Rimless"
1109,"Dark Taupe","Oval"
1110,"Dark Taupe","Sport"
1111,"Dark Terra Cotta","Cat Eye"
1112,"Dark Terra Cotta","Aviator"
1113,"Dark Terra Cotta","Rimless"
1114,"Dark Terra Cotta","Oval"
1115,"Dark Terra Cotta","Sport"
1116,"Dark Turquoise","Cat Eye"
1117,"Dark Turquoise","Aviator"
1118,"Dark Turquoise","Rimless"
1119,"Dark Turquoise","Oval"
1120,"Dark Turquoise","Sport"
1121,"Dark Violet","Cat Eye"
1122,"Dark Violet","Aviator"
1123,"Dark Violet","Rimless"
1124,"Dark Violet","Oval"
1125,"Dark Violet","Sport"
1126,"Dark Yellow","Cat Eye"
1127,"Dark Yellow","Aviator"
1128,"Dark Yellow","Rimless"
1129,"Dark Yellow","Oval"
1130,"Dark Yellow","Sport"
1131,"Dartmouth Green","Cat Eye"
1132,"Dartmouth Green","Aviator"
1133,"Dartmouth Green","Rimless"
1134,"Dartmouth Green","Oval"
1135,"Dartmouth Green","Sport"
1136,"Davy'S Grey","Cat Eye"
1137,"Davy'S Grey","Aviator"
1138,"Davy'S Grey","Rimless"
1139,"Davy'S Grey","Oval"
1140,"Davy'S Grey","Sport"
1141,"Debian Red","Cat Eye"
1142,"Debian Red","Aviator"
1143,"Debian Red","Rimless"
1144,"Debian Red","Oval"
1145,"Debian Red","Sport"
1146,"Deep Carmine","Cat Eye"
1147,"Deep Carmine","Aviator"
1148,"Deep Carmine","Rimless"
1149,"Deep Carmine","Oval"
1150,"Deep Carmine","Sport"
1151,"Deep Carmine Pink","Cat Eye"
1152,"Deep Carmine Pink","Aviator"
1153,"Deep Carmine Pink","Rimless"
1154,"Deep Carmine Pink","Oval"
1155,"Deep Carmine Pink","Sport"
1156,"Deep Carrot Orange","Cat Eye"
1157,"Deep Carrot Orange","Aviator"
1158,"Deep Carrot Orange","Rimless"
1159,"Deep Carrot Orange","Oval"
1160,"Deep Carrot Orange","Sport"
1161,"Deep Cerise","Cat Eye"
1162,"Deep Cerise","Aviator"
1163,"Deep Cerise","Rimless"
1164,"Deep Cerise","Oval"
1165,"Deep Cerise","Sport"
1166,"Deep Champagne","Cat Eye"
1167,"Deep Champagne","Aviator"
1168,"Deep Champagne","Rimless"
1169,"Deep Champagne","Oval"
1170,"Deep Champagne","Sport"
1171,"Deep Chestnut","Cat Eye"
1172,"Deep Chestnut","Aviator"
1173,"Deep Chestnut","Rimless"
1174,"Deep Chestnut","Oval"
1175,"Deep Chestnut","Sport"
1176,"Deep Coffee","Cat Eye"
1177,"Deep Coffee","Aviator"
1178,"Deep Coffee","Rimless"
1179,"Deep Coffee","Oval"
1180,"Deep Coffee","Sport"
1181,"Deep Fuchsia","Cat Eye"
1182,"Deep Fuchsia","Aviator"
1183,"Deep Fuchsia","Rimless"
1184,"Deep Fuchsia","Oval"
1185,"Deep Fuchsia","Sport"
1186,"Deep Jungle Green","Cat Eye"
1187,"Deep Jungle Green","Aviator"
1188,"Deep Jungle Green","Rimless"
1189,"Deep Jungle Green","Oval"
1190,"Deep Jungle Green","Sport"
1191,"Deep Lilac","Cat Eye"
1192,"Deep Lilac","Aviator"
1193,"Deep Lilac","Rimless"
1194,"Deep Lilac","Oval"
1195,"Deep Lilac","Sport"
1196,"Deep Magenta","Cat Eye"
1197,"Deep Magenta","Aviator"
1198,"Deep Magenta","Rimless"
1199,"Deep Magenta","Oval"
1200,"Deep Magenta","Sport"
1201,"Deep Peach","Cat Eye"
1202,"Deep Peach","Aviator"
1203,"Deep Peach","Rimless"
1204,"Deep Peach","Oval"
1205,"Deep Peach","Sport"
1206,"Deep Pink","Cat Eye"
1207,"Deep Pink","Aviator"
1208,"Deep Pink","Rimless"
1209,"Deep Pink","Oval"
1210,"Deep Pink","Sport"
1211,"Deep Ruby","Cat Eye"
1212,"Deep Ruby","Aviator"
1213,"Deep Ruby","Rimless"
1214,"Deep Ruby","Oval"
1215,"Deep Ruby","Sport"
1216,"Deep Saffron","Cat Eye"
1217,"Deep Saffron","Aviator"
1218,"Deep Saffron","Rimless"
1219,"Deep Saffron","Oval"
1220,"Deep Saffron","Sport"
1221,"Deep Sky Blue","Cat Eye"
1222,"Deep Sky Blue","Aviator"
1223,"Deep Sky Blue","Rimless"
1224,"Deep Sky Blue","Oval"
1225,"Deep Sky Blue","Sport"
1226,"Deep Tuscan Red","Cat Eye"
1227,"Deep Tuscan Red","Aviator"
1228,"Deep Tuscan Red","Rimless"
1229,"Deep Tuscan Red","Oval"
1230,"Deep Tuscan Red","Sport"
1231,"Denim","Cat Eye"
1232,"Denim","Aviator"
1233,"Denim","Rimless"
1234,"Denim","Oval"
1235,"Denim","Sport"
1236,"Desert","Cat Eye"
1237,"Desert","Aviator"
1238,"Desert","Rimless"
1239,"Desert","Oval"
1240,"Desert","Sport"
1241,"Desert Sand","Cat Eye"
1242,"Desert Sand","Aviator"
1243,"Desert Sand","Rimless"
1244,"Desert Sand","Oval"
1245,"Desert Sand","Sport"
1246,"Dim Gray","Cat Eye"
1247,"Dim Gray","Aviator"
1248,"Dim Gray","Rimless"
1249,"Dim Gray","Oval"
1250,"Dim Gray","Sport"
1251,"Dodger Blue","Cat Eye"
1252,"Dodger Blue","Aviator"
1253,"Dodger Blue","Rimless"
1254,"Dodger Blue","Oval"
1255,"Dodger Blue","Sport"
1256,"Dogwood Rose","Cat Eye"
1257,"Dogwood Rose","Aviator"
1258,"Dogwood Rose","Rimless"
1259,"Dogwood Rose","Oval"
1260,"Dogwood Rose","Sport"
1261,"Dollar Bill","Cat Eye"
1262,"Dollar Bill","Aviator"
1263,"Dollar Bill","Rimless"
1264,"Dollar Bill","Oval"
1265,"Dollar Bill","Sport"
1266,"Drab","Cat Eye"
1267,"Drab","Aviator"
1268,"Drab","Rimless"
1269,"Drab","Oval"
1270,"Drab","Sport"
1271,"Duke Blue","Cat Eye"
1272,"Duke Blue","Aviator"
1273,"Duke Blue","Rimless"
1274,"Duke Blue","Oval"
1275,"Duke Blue","Sport"
1276,"Earth Yellow","Cat Eye"
1277,"Earth Yellow","Aviator"
1278,"Earth Yellow","Rimless"
1279,"Earth Yellow","Oval"
1280,"Earth Yellow","Sport"
1281,"Ebony","Cat Eye"
1282,"Ebony","Aviator"
1283,"Ebony","Rimless"
1284,"Ebony","Oval"
1285,"Ebony","Sport"
1286,"Ecru","Cat Eye"
1287,"Ecru","Aviator"
1288,"Ecru","Rimless"
1289,"Ecru","Oval"
1290,"Ecru","Sport"
1291,"Eggplant","Cat Eye"
1292,"Eggplant","Aviator"
1293,"Eggplant","Rimless"
1294,"Eggplant","Oval"
1295,"Eggplant","Sport"
1296,"Eggshell","Cat Eye"
1297,"Eggshell","Aviator"
1298,"Eggshell","Rimless"
1299,"Eggshell","Oval"
1300,"Eggshell","Sport"
1301,"Egyptian Blue","Cat Eye"
1302,"Egyptian Blue","Aviator"
1303,"Egyptian Blue","Rimless"
1304,"Egyptian Blue","Oval"
1305,"Egyptian Blue","Sport"
1306,"Electric Blue","Cat Eye"
1307,"Electric Blue","Aviator"
1308,"Electric Blue","Rimless"
1309,"Electric Blue","Oval"
1310,"Electric Blue","Sport"
1311,"Electric Crimson","Cat Eye"
1312,"Electric Crimson","Aviator"
1313,"Electric Crimson","Rimless"
1314,"Electric Crimson","Oval"
1315,"Electric Crimson","Sport"
1316,"Electric Cyan","Cat Eye"
1317,"Electric Cyan","Aviator"
1318,"Electric Cyan","Rimless"
1319,"Electric Cyan","Oval"
1320,"Electric Cyan","Sport"
1321,"Electric Green","Cat Eye"
1322,"Electric Green","Aviator"
1323,"Electric Green","Rimless"
1324,"Electric Green","Oval"
1325,"Electric Green","Sport"
1326,"Electric Indigo","Cat Eye"
1327,"Electric Indigo","Aviator"
1328,"Electric Indigo","Rimless"
1329,"Electric Indigo","Oval"
1330,"Electric Indigo","Sport"
1331,"Electric Lavender","Cat Eye"
1332,"Electric Lavender","Aviator"
1333,"Electric Lavender","Rimless"
1334,"Electric Lavender","Oval"
1335,"Electric Lavender","Sport"
1336,"Electric Lime","Cat Eye"
1337,"Electric Lime","Aviator"
1338,"Electric Lime","Rimless"
1339,"Electric Lime","Oval"
1340,"Electric Lime","Sport"
1341,"Electric Purple","Cat Eye"
1342,"Electric Purple","Aviator"
1343,"Electric Purple","Rimless"
1344,"Electric Purple","Oval"
1345,"Electric Purple","Sport"
1346,"Electric Ultramarine","Cat Eye"
1347,"Electric Ultramarine","Aviator"
1348,"Electric Ultramarine","Rimless"
1349,"Electric Ultramarine","Oval"
1350,"Electric Ultramarine","Sport"
1351,"Electric Violet","Cat Eye"
1352,"Electric Violet","Aviator"
1353,"Electric Violet","Rimless"
1354,"Electric Violet","Oval"
1355,"Electric Violet","Sport"
1356,"Electric Yellow","Cat Eye"
1357,"Electric Yellow","Aviator"
1358,"Electric Yellow","Rimless"
1359,"Electric Yellow","Oval"
1360,"Electric Yellow","Sport"
1361,"Emerald","Cat Eye"
1362,"Emerald","Aviator"
1363,"Emerald","Rimless"
1364,"Emerald","Oval"
1365,"Emerald","Sport"
1366,"English Lavender","Cat Eye"
1367,"English Lavender","Aviator"
1368,"English Lavender","Rimless"
1369,"English Lavender","Oval"
1370,"English Lavender","Sport"
1371,"Eton Blue","Cat Eye"
1372,"Eton Blue","Aviator"
1373,"Eton Blue","Rimless"
1374,"Eton Blue","Oval"
1375,"Eton Blue","Sport"
1376,"Fallow","Cat Eye"
1377,"Fallow","Aviator"
1378,"Fallow","Rimless"
1379,"Fallow","Oval"
1380,"Fallow","Sport"
1381,"Falu Red","Cat Eye"
1382,"Falu Red","Aviator"
1383,"Falu Red","Rimless"
1384,"Falu Red","Oval"
1385,"Falu Red","Sport"
1386,"Fandango","Cat Eye"
1387,"Fandango","Aviator"
1388,"Fandango","Rimless"
1389,"Fandango","Oval"
1390,"Fandango","Sport"
1391,"Fashion Fuchsia","Cat Eye"
1392,"Fashion Fuchsia","Aviator"
1393,"Fashion Fuchsia","Rimless"
1394,"Fashion Fuchsia","Oval"
1395,"Fashion Fuchsia","Sport"
1396,"Fawn","Cat Eye"
1397,"Fawn","Aviator"
1398,"Fawn","Rimless"
1399,"Fawn","Oval"
1400,"Fawn","Sport"
1401,"Feldgrau","Cat Eye"
1402,"Feldgrau","Aviator"
1403,"Feldgrau","Rimless"
1404,"Feldgrau","Oval"
1405,"Feldgrau","Sport"
1406,"Fern Green","Cat Eye"
1407,"Fern Green","Aviator"
1408,"Fern Green","Rimless"
1409,"Fern Green","Oval"
1410,"Fern Green","Sport"
1411,"Ferrari Red","Cat Eye"
1412,"Ferrari Red","Aviator"
1413,"Ferrari Red","Rimless"
1414,"Ferrari Red","Oval"
1415,"Ferrari Red","Sport"
1416,"Field Drab","Cat Eye"
1417,"Field Drab","Aviator"
1418,"Field Drab","Rimless"
1419,"Field Drab","Oval"
1420,"Field Drab","Sport"
1421,"Fire Engine Red","Cat Eye"
1422,"Fire Engine Red","Aviator"
1423,"Fire Engine Red","Rimless"
1424,"Fire Engine Red","Oval"
1425,"Fire Engine Red","Sport"
1426,"Firebrick","Cat Eye"
1427,"Firebrick","Aviator"
1428,"Firebrick","Rimless"
1429,"Firebrick","Oval"
1430,"Firebrick","Sport"
1431,"Flame","Cat Eye"
1432,"Flame","Aviator"
1433,"Flame","Rimless"
1434,"Flame","Oval"
1435,"Flame","Sport"
1436,"Flamingo Pink","Cat Eye"
1437,"Flamingo Pink","Aviator"
1438,"Flamingo Pink","Rimless"
1439,"Flamingo Pink","Oval"
1440,"Flamingo Pink","Sport"
1441,"Flavescent","Cat Eye"
1442,"Flavescent","Aviator"
1443,"Flavescent","Rimless"
1444,"Flavescent","Oval"
1445,"Flavescent","Sport"
1446,"Flax","Cat Eye"
1447,"Flax","Aviator"
1448,"Flax","Rimless"
1449,"Flax","Oval"
1450,"Flax","Sport"
1451,"Floral White","Cat Eye"
1452,"Floral White","Aviator"
1453,"Floral White","Rimless"
1454,"Floral White","Oval"
1455,"Floral White","Sport"
1456,"Fluorescent Orange","Cat Eye"
1457,"Fluorescent Orange","Aviator"
1458,"Fluorescent Orange","Rimless"
1459,"Fluorescent Orange","Oval"
1460,"Fluorescent Orange","Sport"
1461,"Fluorescent Pink","Cat Eye"
1462,"Fluorescent Pink","Aviator"
1463,"Fluorescent Pink","Rimless"
1464,"Fluorescent Pink","Oval"
1465,"Fluorescent Pink","Sport"
1466,"Fluorescent Yellow","Cat Eye"
1467,"Fluorescent Yellow","Aviator"
1468,"Fluorescent Yellow","Rimless"
1469,"Fluorescent Yellow","Oval"
1470,"Fluorescent Yellow","Sport"
1471,"Folly","Cat Eye"
1472,"Folly","Aviator"
1473,"Folly","Rimless"
1474,"Folly","Oval"
1475,"Folly","Sport"
1476,"French Beige","Cat Eye"
1477,"French Beige","Aviator"
1478,"French Beige","Rimless"
1479,"French Beige","Oval"
1480,"French Beige","Sport"
1481,"French Blue","Cat Eye"
1482,"French Blue","Aviator"
1483,"French Blue","Rimless"
1484,"French Blue","Oval"
1485,"French Blue","Sport"
1486,"French Lilac","Cat Eye"
1487,"French Lilac","Aviator"
1488,"French Lilac","Rimless"
1489,"French Lilac","Oval"
1490,"French Lilac","Sport"
1491,"French Lime","Cat Eye"
1492,"French Lime","Aviator"
1493,"French Lime","Rimless"
1494,"French Lime","Oval"
1495,"French Lime","Sport"
1496,"French Raspberry","Cat Eye"
1497,"French Raspberry","Aviator"
1498,"French Raspberry","Rimless"
1499,"French Raspberry","Oval"
1500,"French Raspberry","Sport"
1501,"French Rose","Cat Eye"
1502,"French Rose","Aviator"
1503,"French Rose","Rimless"
1504,"French Rose","Oval"
1505,"French Rose","Sport"
1506,"Fuchsia","Cat Eye"
1507,"Fuchsia","Aviator"
1508,"Fuchsia","Rimless"
1509,"Fuchsia","Oval"
1510,"Fuchsia","Sport"
1511,"Fuchsia Pink","Cat Eye"
1512,"Fuchsia Pink","Aviator"
1513,"Fuchsia Pink","Rimless"
1514,"Fuchsia Pink","Oval"
1515,"Fuchsia Pink","Sport"
1516,"Fuchsia Rose","Cat Eye"
1517,"Fuchsia Rose","Aviator"
1518,"Fuchsia Rose","Rimless"
1519,"Fuchsia Rose","Oval"
1520,"Fuchsia Rose","Sport"
1521,"Fulvous","Cat Eye"
1522,"Fulvous","Aviator"
1523,"Fulvous","Rimless"
1524,"Fulvous","Oval"
1525,"Fulvous","Sport"
1526,"Fuzzy Wuzzy","Cat Eye"
1527,"Fuzzy Wuzzy","Aviator"
1528,"Fuzzy Wuzzy","Rimless"
1529,"Fuzzy Wuzzy","Oval"
1530,"Fuzzy Wuzzy","Sport"
1531,"Gainsboro","Cat Eye"
1532,"Gainsboro","Aviator"
1533,"Gainsboro","Rimless"
1534,"Gainsboro","Oval"
1535,"Gainsboro","Sport"
1536,"Gamboge","Cat Eye"
1537,"Gamboge","Aviator"
1538,"Gamboge","Rimless"
1539,"Gamboge","Oval"
1540,"Gamboge","Sport"
1541,"Ghost White","Cat Eye"
1542,"Ghost White","Aviator"
1543,"Ghost White","Rimless"
1544,"Ghost White","Oval"
1545,"Ghost White","Sport"
1546,"Ginger","Cat Eye"
1547,"Ginger","Aviator"
1548,"Ginger","Rimless"
1549,"Ginger","Oval"
1550,"Ginger","Sport"
1551,"Glaucous","Cat Eye"
1552,"Glaucous","Aviator"
1553,"Glaucous","Rimless"
1554,"Glaucous","Oval"
1555,"Glaucous","Sport"
1556,"Glitter","Cat Eye"
1557,"Glitter","Aviator"
1558,"Glitter","Rimless"
1559,"Glitter","Oval"
1560,"Glitter","Sport"
1561,"Golden Brown","Cat Eye"
1562,"Golden Brown","Aviator"
1563,"Golden Brown","Rimless"
1564,"Golden Brown","Oval"
1565,"Golden Brown","Sport"
1566,"Golden Poppy","Cat Eye"
1567,"Golden Poppy","Aviator"
1568,"Golden Poppy","Rimless"
1569,"Golden Poppy","Oval"
1570,"Golden Poppy","Sport"
1571,"Golden Yellow","Cat Eye"
1572,"Golden Yellow","Aviator"
1573,"Golden Yellow","Rimless"
1574,"Golden Yellow","Oval"
1575,"Golden Yellow","Sport"
1576,"Goldenrod","Cat Eye"
1577,"Goldenrod","Aviator"
1578,"Goldenrod","Rimless"
1579,"Goldenrod","Oval"
1580,"Goldenrod","Sport"
1581,"Granny Smith Apple","Cat Eye"
1582,"Granny Smith Apple","Aviator"
1583,"Granny Smith Apple","Rimless"
1584,"Granny Smith Apple","Oval"
1585,"Granny Smith Apple","Sport"
1586,"Gray","Cat Eye"
1587,"Gray","Aviator"
1588,"Gray","Rimless"
1589,"Gray","Oval"
1590,"Gray","Sport"
1591,"Gray-Asparagus","Cat Eye"
1592,"Gray-Asparagus","Aviator"
1593,"Gray-Asparagus","Rimless"
1594,"Gray-Asparagus","Oval"
1595,"Gray-Asparagus","Sport"
1596,"Green-Yellow","Cat Eye"
1597,"Green-Yellow","Aviator"
1598,"Green-Yellow","Rimless"
1599,"Green-Yellow","Oval"
1600,"Green-Yellow","Sport"
1601,"Grullo","Cat Eye"
1602,"Grullo","Aviator"
1603,"Grullo","Rimless"
1604,"Grullo","Oval"
1605,"Grullo","Sport"
1606,"Guppie Green","Cat Eye"
1607,"Guppie Green","Aviator"
1608,"Guppie Green","Rimless"
1609,"Guppie Green","Oval"
1610,"Guppie Green","Sport"
1611,"Halayà úBe","Cat Eye"
1612,"Halayà úBe","Aviator"
1613,"Halayà úBe","Rimless"
1614,"Halayà úBe","Oval"
1615,"Halayà úBe","Sport"
1616,"Han Blue","Cat Eye"
1617,"Han Blue","Aviator"
1618,"Han Blue","Rimless"
1619,"Han Blue","Oval"
1620,"Han Blue","Sport"
1621,"Han Purple","Cat Eye"
1622,"Han Purple","Aviator"
1623,"Han Purple","Rimless"
1624,"Han Purple","Oval"
1625,"Han Purple","Sport"
1626,"Hansa Yellow","Cat Eye"
1627,"Hansa Yellow","Aviator"
1628,"Hansa Yellow","Rimless"
1629,"Hansa Yellow","Oval"
1630,"Hansa Yellow","Sport"
1631,"Harlequin","Cat Eye"
1632,"Harlequin","Aviator"
1633,"Harlequin","Rimless"
1634,"Harlequin","Oval"
1635,"Harlequin","Sport"
1636,"Harvard Crimson","Cat Eye"
1637,"Harvard Crimson","Aviator"
1638,"Harvard Crimson","Rimless"
1639,"Harvard Crimson","Oval"
1640,"Harvard Crimson","Sport"
1641,"Harvest Gold","Cat Eye"
1642,"Harvest Gold","Aviator"
1643,"Harvest Gold","Rimless"
1644,"Harvest Gold","Oval"
1645,"Harvest Gold","Sport"
1646,"Heart Gold","Cat Eye"
1647,"Heart Gold","Aviator"
1648,"Heart Gold","Rimless"
1649,"Heart Gold","Oval"
1650,"Heart Gold","Sport"
1651,"Heliotrope","Cat Eye"
1652,"Heliotrope","Aviator"
1653,"Heliotrope","Rimless"
1654,"Heliotrope","Oval"
1655,"Heliotrope","Sport"
1656,"Hollywood Cerise","Cat Eye"
1657,"Hollywood Cerise","Aviator"
1658,"Hollywood Cerise","Rimless"
1659,"Hollywood Cerise","Oval"
1660,"Hollywood Cerise","Sport"
1661,"Honeydew","Cat Eye"
1662,"Honeydew","Aviator"
1663,"Honeydew","Rimless"
1664,"Honeydew","Oval"
1665,"Honeydew","Sport"
1666,"Honolulu Blue","Cat Eye"
1667,"Honolulu Blue","Aviator"
1668,"Honolulu Blue","Rimless"
1669,"Honolulu Blue","Oval"
1670,"Honolulu Blue","Sport"
